text,true_label,pred_label,confidence
"“Snow White and the Huntsman” je druga prilično slobodna interpretacija čuvene bajke o Snežani (Snow White) koju je Holivud ove godine uradio. Iako sam pogledao prvu koja je izašla pod nazivom “Mirror, mirror”, moram reći da sam mnogo veće nade ulivao u drugu interpretaciju, prvenstveno jer je po samom promotivnom materijalu obećavala je znatno veću i mračniju avanturu, predvođenu izuzetno sposobnom glumicom u ulozi zle kraljice Ravene. Dok je “Mirror, Mirror” više bio koncipiran kao komedija, “Snow White and the Huntsman” je prema prvim kadrovima sa kojima sam se susreo, nudio jednu mračnu i gotičarsku atmosferu koja mi je delovala mnogo prikladnije pisanju braće Grim (Brothers Grimm) – mada moram reći da nakon što sam u trejleru video i ogledalo koje se razvlači po podu i kasnije transformiše u humanoidni oblik, patuljke i ostala čudovišta, imao sam čak blage asocijacije i na Tolkinov stil (J. R. R. Tolkien), što je samo dodatno uticalo da se još više zainteresujem za film. Mislim da o samoj priči ne treba puno govoriti pošto sam siguran da su svi upoznati sa tematikom. Hajde, da istaknem u najkraćim crtama: Snežana je princeza i najlepša osoba u kraljevstvu. Nakon što se uda za njenog oca, kojeg ubrzo i ubija, zla kraljica Ravena preuzima apsolutnu vlast nad kraljestvom i zaključava našu protagonistkinju u kulu, zauvek je distancirajući od sveta. Ravena je veštica i mora da se hrani lepotama mladih devojaka kako bi ostala zauvek mlada. Njeno magično ogledalo ukazuje na opasnost koju joj mlada Snežana može biti i da ako konzumira njeno srce – ostaće zauvek mlada. Snežana uspeva da pobegne iz zatočeništva iz uz pomoć mladog lovca pokušava da oformi armiju sa kojom će moći da porazi zlu kraljicu. “Snow White and the Huntsman” je debitantski dugometražni film reditelja Ruperta Sandersa (Rupert Sunders) koji prema onome što se može videti, je očaran epskim avanturama i bajkama. Iako je u svom prvom pokušaju u ovom filmskom formatu Rupert tehnički odlično izneo projekat, imajući u sebi fantastične efekte, kvalitetne kadrove i bogatu scenografiju, ono što mu zbilja nije uspeo da uskladi u ovom ostvarenju jeste scenario. Scenario filma “Snow White and the Huntsman” je ispunjen svakim mogućim klišeom iz filmova epske fantastike, krenuvši od toliko izlizanih dijaloga i fraza, preko narativa i postavke scena. Iako traje 127 minuta i zbilja je ispunjen svakakvim dešavanjima, film većinskim delom biva nezanimljiv i iritantan, i ono što je zbilja neverovatno, ispunjen ogromnim rupama u priči, kao i nelogičnim sekvencama. – Ok, jasno je da je ovo bajka i da logika treba da bude na poslednjem mestu, ali neke scene se tako jednostavno dese, bez ikakvog povoda i objašnjenja da vas naprosto ostavljaju u rebusu. Npr. Zašto je veliki trol koji je vijao Snežanu i lovca da ih masakrira kada se ona proderala jednostavno otišao? - Ok da, ona je glas prirode, ali opet to je onda prilično nedovoljan i lenj okret situacije. Veliki problem leži u samom tempu filma, kao i u pogrešnom akcentovanju pojedinih scena. Određeni momenti predugo traju bez ikakvog razloga i dosta remete tempu ostvarenja, stvarajući prevelike oscilacije u narativu. Još jedan od lošijih segmenata u filmu jeste kvalitet glume. Jedino koga bih istakao jeste Šarliz Teron (Charlize Theron), koja se sjajno snašla u ulozi Ravene, bivajući podjetnako zastrašujuća i misteriozna. Što se tiče ostatka ekipe, moram reći da su delimično svi zakazali. Kris Hemzvurt (Chris Hemsworth) i Sem Klaflin (Sam Claflin) su dosta traljavo izneli svoje role, dok je Kristin Stjuart (Kristen Stewart) priča za sebe. Poznata već kao izuzetno loša glumica, Stjuartova je ovde zaista otvorila novu dimenzuje amaterstva, imajući kroz čitav film istu facijalnu ekspresiju za sve moguće situacije. Ono što sam zapazio, a u potpunosti mi je neverovatno, jeste da mlada glumica ne može čak ni u većini scena da zatvori usta, a kamoli da izlažira neku emocija. Šokantno loš performans. “Snow White nad the Huntsman” je film koji je pucao toliko visoko, samo da bi pao izuzetno nisko. Očajnički pokušaj reditelja da ukombinuje jednu vrlo efetknu priču i sve moguće mitologije i klišee iz epskih i bajkovitih avantura je relzutirao u 127 minuta tehnički odlično izvedene, ali i vrlo dosadne i odbojne filmske adaptacije. Veliko razočarenje, dobra ideja, ali loša realizacija.",0,1,0.9951813817024231
"I dok smo večeras svim silama navijali za naše favorite – Tim Istoka u tradicionalnom All star NBA okupljanju, na drugoj, zapadnoj strani Amerike, tačnije u Kodak Teatru se održavalo nešto krajnje predvidivo – dodela nagrada Akademije, u svetu poznatija kao dodela Oskara. Sve je bilo kao prethodnih godina, naši omiljeni filmovi godine su dobili tehničke Oskare, manje omiljeni su dobili sve bitnije. Meril Strip je očekivano odnela pobedu u kategoriji ženske uloge, dok je strancu dodeljena statua za najbolju mušku ulogu… u filmu koji vam danas predstavljamo, a koji je svoju nadmoć pokazao osvojivši pet ovih priznanja, uključujući i Oskara za film godine. Film Artist, nemi i u crno beloj tehnici nas vodi kroz priču o glumcu Džordžu Valentinu, sa početka prošlog veka, koji je maga zvezda u Holivudu. Proslaviši se brojim ulogama u nemim filmovima, uživajući u svim benefitima koje Holivud može da donese on upoznaje mladu debitantkinju na snimanju filma na raskrsnici tadašnje filmske indstrije, ne sluteći da producenti uveliko testiraju tehnike koje će u film ubaciti nešto sasvim revolucionarno – zvuk. Ubrzo Džordžova karijera kreće nizbrdo, jer niko ne želi da gleda glmca koji je nastupao u nečemu toliko retro kao što su filmovi bez zvuka. Iako je impresivno kako je francuz Žan Dužardan usmeo da uzme Oskara sasvim zasluženo ne izgovorivši ni jednu reč i iako ovaj film pleni svakim svojim kadrom postavlja se pitanje nije li ipak ovo delo toliko popularano zbog hrabrosti ekipe da se odrekne zvuka i slike zarad originalnog filmskog doživljaja. Jer priča ne donosi ništa posebno niti doboko emotivno, gluma je na nivou, ali opet ne u vidu mindblow-a, a da smo hteli da stvarno uživamo u nemićima to nikad nije bio problem – jer ih u arhivama ima na pretek. Zato se pitamo nismo li svi pomalo postali hipsteri, glorifikujući retro iako ga već negde u sebi posedujemo?",1,0,0.9914290308952332
"Mučenje i(li) uživanje. Imali smo goste*. To što oni vole da se odomaće kod nas nije naš problem. Nakon redovne konzumacije Idola (pravi je Grand samo onaj američki) podsetio sam ih (+ Mašu) da bi trebalo da odgledaju Martyrs. Jer o tom filmu se priča kao o filmu koji treba da se pogleda. Tako sam i ja saznao za njega, a potom ga i gledao. Film je režirao Pascal Laugier koji je pre toga uradio samo jedan film (Saint Ange) o kome se nije toliko pričalo. A uskoro bi trebalo da režira rimejk Hellraiser-a. Za vas koji volite spojlere Martyrs je film o dve drugarice (prva polovina filma bavi se jednom (Lucie), a druga polovina drugom (Anne)) koje prolaze kroz ozbiljna mučenja od strane grupe ludaka/sekte/ljudi koji znaju šta rade, a koji pokušavaju da od njih naprave prave pravcate mučenice, koje bi transcendirale ovaj život nakon svih tih muka i narečenima otkrile šta sledi posle smrti. Što se na kraju filma, a to nije nikakvo iznenađenje, i (ne) desi. Martyrs deluje kao da je Laugier imao dve odlične ideje. Prvu koju je vizuelno vrlo lepo razradio u azijastoliki horor o deformisanim devojčicama koje plaše i drugu, koja je ostala samo na nivou dobre ideje- a to je da preživljavanje (besmislenog/ brutalnog/ nedokučivog?) mučenja može dovesti do transcendiranja života odn. smrti, kao i da bi saznanje šta sledi posle nekome moglo biti korisno. Ideju za ovo drugo verovatno je dobio gledajući iste one fotografije koje u filmu gleda i m’elle Glavna Sektašica. Lenj, ili talentovan, kakav jeste, Laugier je ove dve stvari spojio i kroz nesavršene šavove dobio jedan patchwork koji funkcioniše zato što silovitost spojenih nebuloza simulira život, pa dve neverovatne stvari čine treću verovatnijom i tako u krug. Ne govorim o uverljivosti, nego o verovatnosti. Uverljivost neuverljivosti ili prihvatate ili ne gledate (ovaj) film. Martyrs nije lako štivo, naročito za osetljive stomake. Fizičke muke junakinja nekima neće pasti lako, ali njihova serija stvarno nesrećnih događaja otvara pitanje- a šta ćemo ako stvarno nema nikakvog života posle smrti? Repetativnost i banalnost Anninih muka ovo pitanje čak čine gorućim. I to je valjda bila jedina svrha ovog dela filma, ma koliko on šlajfovao na svim nivoima na tom mestu. Nakon drugog gledanja, ja sam i dalje ubeđen u isto- Laugier treba da priredi set ovakvih muka svojim kompozitorima (duo Seppuku Paradigm) koji su učinili da neke od najnapetijih scena filma budu idiotskije od spotova Guns N’ Roses.",1,0,0.9401677250862122
"Režiser i scenarista Karlos Saldana (Carlos Saldanha) nas ponovo vraća u šareni svet Rija, iako se u ovom nastavku radnju skoro sve vreme odvija u amazonskoj šumi. Sa timom animatora koji su odradili maestralni posao i, što se tiče animacije, ovo je jedan od najboljih animiranih filmova ne samo ove godine, ali problem je što ona nije uspela da pokrije prosečan i pomalo konfuzan scenario sa neubedljivim zapletom, tako da generalna ocena nikako ne može biti maksimalna. Film se nastavlja na prvi deo, tako da su centralni likovi preživeli plavi papagaji koji žive u posebnom rezervatu u Riu. Verujući da su jedine preživele ptice njihove vrste Blu (Jesse Eisenberg) i Džuel (Anne Hathaway) su formirali svoju porodicu i imaju troje dece. Stvari dobijaju neočekivani zaplet kada otkriju da možda postoje još pripadnika njihove vrste u srcu Amazonije i oni odlučuju da ih potraže. Ipak, oni nisu sami na tom putovanju jer kakadu Najdžel čeka savršeni trenutak da se osveti uz pomoć otrovne žabice Linde (Leslie Mann). U međuvremenu se upliću u borbu protiv ljudi koji uništavaju šumu, a Blu će shvatiti da život u divljini i nije baš za njega. Nastavak ima neke čudne momente i dobro me je nasmejao nekoliko puta, ali problem sa zapletom je što je slab i predvidljiv. Povremeno se oseti da su neke scene isforsirane i stiče se utisak da je povremeno nenormalno dug i da vuče vreme. Pritom je ubačeno ono što je karakteristično za fimove gde se radnja dešava u Amazoniji, a to je svojevrsno popovanje sa ekološkim porukama o zaštiti drveća kao prirodnog staništa brojnih životinja. Lično mi je taj podzaplet potpuno nepotreban. Bavi se pitanjem porodice, osećajem pripadnosti, instinktom za preživljavanjem, kao i večitoj borbi dobra i zla. Većina likova su se vratili iz prvog filma i dodato je dosta novih, simpatičnih, ali ni sa jednim gledalac ne može iskreno da se poveže. Film izgleda prelepo i stvarno je sramota što likovi nisu tako dobro razvijeni. Naravno, kao i svaki nastavak pokušava da nadmaši prethodnik, animacija je još ubedljivija nego u prvom delu, ali problem je što se uvodi dosta karaktera koji pred kraj naprave pravu gužvu. Animatori su se zaista potrudili, obogatili su čitav projekat i, ako ni zbog čega drugog, vredi ga pogledati u bioskopu samo zbog toga. Postoje brojne zabavne muzičke sekvence koje će vas prodrmati. Odraslima možda neće biti toliko zabavno jer ne angažuje gledaoca, nije previše pametan niti previše duhovit u poređenju sa nedavnim animiranim filmovima, ali će deca, i oni koji se tako osećaju, itekako uživati.",1,0,0.9952036142349243
"Filmovi koji za temu obrađuju određeni sport ili neku ličnost iz te sfere, retko kada se ističu nekom posebnom originalnošću. Mi ovde uglavnom dobijamo dramatične i inspirativne priče o ljudima koji su morali da se suprostave zadrtom svetu i pređu ogromne prepreke kako bi uspeli u onome što je do njihovog velikog podviga bilo smatrano “nemogućim”. Baš kao i u većina ostvaranje ovog žanra, “42″ nudi klasičnu “underdog” priču koja pored toga što prikazuje jednu inspirativnu dramu, obrađuje nesvakidašnjeg subjekta, nudi i jednu lepu lekciju iz istorije i tačno oslikava koliko ljudi zapravo nisu spremni da se menjaju i prihvate nešto novo i drugačije. “42″ je biografski film zasnovan na životu Džekija Robinsona (Jackie Robinson), prvog afroamerikanca koji je nastupio u MLB (profesionalnoj američkoj bejzbol ligi). Priča filma reditelja i scenariste Brajana Helglenda (Brian Helgeland) obrađuje događaje koji su se odvili u periodu između 1945-1947 godine, neposredno posle momenta kada se predsednik i generalni menadžer Bruklin Dodžersa (Brooklyn Dodgers) Brenč Riki (Branch Rickey) odlučio da postupi smelo i integriše tada rasno odvojene bejzbol lige. Riki dovodi prvog “obojenog” igrača i izlaže ga velikom pritisku. Pored toga što su se mnogi protivili da Robinson nastupi za ovako veliki klub, novi igrač Dodžersa je moram da se izbori i sa brojnim rasnim uvredama i pretnjama dok se ljudi napokon nisu “navikli na njega” i shvatili da on nema nameru da napusti sport. Pošto nisam neki strastveni ljubitelj bejzbola i nisam nikada gledao Robinsona kako igra, izuzetno mi je teško da pišem o tome koliko je film dostojan svom subjektu. Ono što smatram ovde velikim problemom jeste što ni posle gledanja “42″ nisam dobio neku dublju sliku kakav je Džeki Robinson kao čovek zapravo bio. Odsustvo drame van terena je prilično veliki problem ovde. Jeste, dobijamo određene momente koji oslikavaju krajnju netrpeljivost, ali to sve nekako deluje usputno. Mi u svega tri-četiri scene zalazimo dublje u to kako se Robinson zapravo osećao u ovoj veštačkoj i nezdravoj okolini, što zaista nije dobro jer je to trebao da bude primarni fokus filma. Naravno, nije baš toliko sve crno, reditelj daje određene pokazatelje kroz čitavo trajanje filma, ali smatram da to radi suviše površinski i blago. Što se tiče “scena na terenu”, one su zaista odlično konstruisane i snimljene. One zaista lepo oslikavaju duh igre i želju protagoniste da se pokaže u što boljem svetlu i pruži što je više moguće svom klubu i saigračima. Čedvik Bosman (Chadwick Boseman) mi se dopao kao Džeki Robinson. Pored toga što vizualno dosta liči na Robinsona, Čedvik zaista deluje kao pravi bejzbol igrač koji je spreman da ostavi poslednji atom snage na terenu. Harison Ford ( Harrison Ford) se baš i nije proslavio kao Brenč Riki. Opet, moram da kažem da ni Rikija nikada u životu nisam gledao, ali nekako imam osećaj da nije bio kao lik iz crtanog filma ili bar ne toliko kako ga je Ford predstavio. Iako dosta površno obrađuje svoju temu i subjekta, istina je da je i pored toga “42″ jedan vrlo lep, lagan i inspirativan film. Ovoj prelepo snimljenoj sportskoj drami dosta nedostaje dubina i ozbiljniji pristup rasnoj netrpeljivosti koji je toliko bio izražen tokom četrdesetih godina prošlog veka. Iako bih voleo da sam više saznao o Džekiju Robinsonu kao čoveku i njegovim unutrašnjim demonima, moram reći da sam sasvim zadovoljan filmom “42″ i apsolutno mi je jasno zašto je osvojim brojne filmadžije širom Amerike.",1,0,0.7842870950698853
"Ovo je prvi film Bornove franšize koji nisam gledao na premijeri u bioskopu, ne samo zato što mi se nije davalo devetnaest evra, jer sam veliki fan prethodne trilogije, već zato što nisam u potpunosti bio spreman pa se priklonim restartovanju franšize, gde Born više nije Met Dejmon, a reditelj nije Pol Gringres. U svakom slučaju, otišao sam u obližnji Mek i skinuo film. Džeremi Rajner zabravo nije Born, već agent u specijalnoj operaciji koja teče paralelno sa Tredstonom (u kojoj je učestvovao Džejson Born) koja je mnogo opasnija od svog prethodnika pod šifrom Autkam (Outcome). Posle jezivog ispita u divljini ovaj agent sledi sumnjive tragove posle pokušaja njegovog ubistva koji ga vode pravo u London u isto vreme kada je i Born bio tamo. Londonski reporter gine (to smo videli u poslednjem delu), a Džeremi Rajner prati trag specijalnih tableta koje su mu davali za treninge… Prepun sjajno isplanirane akcije koju smo videli u prethodna tri dela, kao i geografske šarenolikosti koja je bila zaštitni znak franšize, ovaj film će biti dobar opijat ljubiteljima političkog trilera. Ipak, ma koliko kredita dobio kod publike sa prethodnim ostvarenjima Džeremi Rajner nije dao onu težinu novom liku kakvu mu je udahnu Dejmon. Da li je trebalo restartovati franšizu je pitanje koje i dalje stoji, pa hajde da glasamo…",1,0,0.617611825466156
"Kada film o Disney-u producira kompanija Disney, a režira ga monstrum koji je režirao jedan od najgorih filmova ikada, onda nema te sile koja bi podigla moja očekivanja iz grobnog mira. Međutim, Emma Thompson, kao P.L. Travers ('it's Mrs Travers!') autorka serijala o Mary Poppins, briljira, a u filmu se čak čuje i njena primedba da Diznilend nije ništa drugo do 'fabrika za otimanje para'. Iako dočaran kao 'dobri čika Volt', Tom Hanks nije uspeo da sakrije demonsko u Disney-u i njegov casting, iako manje nametljiv, je na visini izbora Thompsonove za lik Mrs Travers. Relativno neiskusni scenaristički tandem postavio je priču kao Traversin hod unapred obračunom sa prošlošću tj likom i delom njenog oca (spojler: njen tata je Mr Banks) koga je ništa manje dobro izneo Colin Farrell. Zbog Emme priča ima nešto od šarma screwball komedije, u suštini je melodrama za decu i odrasle i lako mogu da je zamislim u nekom 'Zimskom bioskopu'. A i dalje ne mogu da verujem koliko mi se ovo dopalo.",1,0,0.9939790964126587
"Čak i ako ništa ne znate o istoriji Engleske, sigurno su vam nekad do ušiju doprli izrazi kao što su „viktorijanski moral“ ili „elizabetanska drama“. U slučaju filma Elizabeta: Zlatno doba reditelja pakistanskog porekla Shekhara Kapura i dvojice britanskih scenarista Williama Nicholsona i Michaela Hirsta, mahom specijalizovanih za priče iz epohe, trebalo bi da je bilo važno ovo drugo. Možda je i bilo. Međutim, nije lako prilagoditi biografske istorijske podatke modelima šekspirovskih tragedija. Da je Englesku posle ubistva Mery Stuart porazila španska Armada i da je propala, bilo bi dobro za tragediju: tragična greška vladarke počinjena u neznanju dovodi do njene lične propasti i propasti kraljevstva čiji je vođa i istaknuti simbol. Takođe, da su muke s Mery i katolicima tretirane kao noćna mora, pa da se posle engleske pobede nad Španijom Elizabeta srećno udala za nekoga s kim je prethodno očijukala i da su zatim živeli srećno do kraja života, bilo bi dobro za elizabetansku komediju. Ali, nije se ni tako dogodilo. Dogodilo se da je posle krvavih obračuna s političkim neistomišljenicima unutar zemlje Engleska pobedila moćnog spoljnog neprijatelja, te je, nasuprot dramaturškim pravilima mogućnosti i verovatnosti, nastupio period mira i prosperiteta. Da je barem chick-flick metodom tragedija prešla na lični plan nesrećne kraljice bez ljubavi i potomstva, i to bi bilo nešto. Ali nije: na kraju vidimo kraljicu koja blagosilja dete svog nesuđenog ljubavnika i politički lojalne a seksualno nelojalne dvorske dame. Tom prilikom kraljica se još blaženo smeši, bez ikakve autorske ironije prema ovoj slici – odlučila je da bude majka cele Engleske. Kao da je to, pa, neko novo znanje i odluka: sve vreme filma unutar melodramatske linije radnje Elizabeta zapravo podvodi dvorsku damu svojoj simpatiji i pokazuje kako joj je kontrolisanje drugih najdraži vid zadovoljstva. Uprkos svoj raskoši raznih filmadžijskih zanata, počev od bogatstva produkcije u kojoj, podvodno snimljeni, plivaju konji i junaci, preko kostima i scenografije, do kamere i režije, Elizabeta je ostala nedorečena. Zbog toga što su se kako-tako držali istorijske građe, autori su propustili da nam kažu šta njihova priča zapravo ima da nam poruči. Iako Elizabeta posle ubistva Mery Stuart ima osećanje tragične krivice i slutnje da će zbog počinjenog zločina sve krenuti naopako, to se ne događa. Iako nam se duh epohe nagoveštava zvezdočatcem i kraljičinim verovanjem u njegova predskazanja, sam zvezdočatac ograđuje se od svog nenaučnog znanja i ne predviđa ništa osim samih tegoba profesije vladara. A vladarske muke nikada nisu male: pustiti opoziciju da cveta jer ima na to pravo ili je zatući u korenu ubistvom njenog vođe? Kad nam se danas dogodi nešto takvo, stvar je malo anahrona, ali u 16. veku politička ubistva bila su deo uobičajene prakse. Najzad, izboriti se za nešto novo, za slobodu u odnosu na konzervativni katolički svet u ono doba, bila je velika stvar. Uz to je u film vrlo lako moglo da se nakalemi i savremeno viđenje lične ljudske slobode u izboru životnog stila neudate žene bez dece. No, to bi onda bio pametan film koji govori o pravima manjine u odnosu na većinu, a ne film koji svaka udata ćurka u publici može da tumači ili proguta bez tumačenja; naime, iako je Kraljica Devica zapravo predstavnik manjine, ovde je tretirana kao predstavnik one većine žena koje su udate (za presto ili muža, svejedno je) i imaju decu (ili Englesku, opet je svejedno), a, eto, ne smeju da imaju švalera i zbog toga ih ponekad zaboli duša! Dakle, umesto da biografski film o kraljici Elizabeti u podznaku bude tragedija, komedija ili drama, autori su se dvoumili i dvoumili i, kao Hamlet, izgubiše carstvo uz nešto melodramatske sramote! Toliko o elizabetinstvu. Iako je reč o dva odlična filma na koja se, između ostalih, Kapurova Elizabeta asocijativno referiše, prosto nema dileme da je trebalo da autori više puta pogledaju Kraljicu Kristinu Roubena Mamoulijana (Greta Garbo, režija, fotografija, odnos prema istoriji i etika), a ne Konana varvarina Johna Miliusa (kostim Sandahl Bergman, muzika, odnos prema mitu i, opet, etika). Sad, šta je – tu je: ima šta da se vidi, ali nema o mnogo čemu da se misli.",1,0,0.9954938888549805
"Ovaj film je sve suprotno od onoga što bi trebalo da bude The Heat je veliko veliko veliko razočaranje. Nakon što je prethodnim ostvarenjem redefinisao 'romantičnu komediju' više nego bilo koji Judd Apatowov film, Paul Feig (otac Freaks & Geeks), je sa The Heat uspeo da sve to sruši jednim sigurnim, ali pogrešnim korakom. Bridesmaids je bio film koji na ultimativnom 'ženskom' terenu romantične komedije (govorim o venčanju) pokazao da film može da bude održiv, zanimljiv i urnebesan samo zahvaljući ženskom kastu, kao i da žene ne samo da ne moraju, već i imaju pravo da se ponašaju sasvim suprotno od klišea koje im je žanr nametnuo, a da se pri tome sačuva njegova zlatna esencija. Na sve to Feig je napravio film skoji podjednako podmiruje i muške i ženske potrebe. Bio je to film na na tragu Mean Girls, samo manje teen, koji je već Pitch Perfect umeo da razume i pretvori u još bolje. Sa Sandrom Bullock, kao prototipnom glumicom tog 'anti-ženskog' u romantičnoj (i svakoj drugoj komediji, a ovde se najviše osvrćemo na Miss Congeniality) i Melissom McCarthy novom zvezdom američke R-rated komedije (i ženom koja, ispostavlja se, predstavlja stvarni prototip feminizma koji je Amy Paladino promovisala) očekivao sam da The Heat bude prva prva ženska buddy-buddy komedija, temelj novog pristupa ženskim likovima, redefinisanju klišea policajske komedije i ženskih likova unutar njega, još jedan svež i provokativan, i ne zaboravimo- urnebesan, film. Ono što sam dobio jeste prosto, mehaničko ubacivanje žena u poznate i izlizane obrasce uobičajeno 'muškog' žanra u kome bi trebalo da bude smešno što sada žene rade sve one stvari koje su nas do sada (ili ne) zasmejavale kada ih rade muškarci. Iz nekog razloga Rush Hour mi stalno pada na pamet kao referenca. Sandra igra uspešnog, štreberski profilisanog FBI agenta koji iz Njujorka dolazi u Boston da se pozbavi nekim slučajem. Tamo, na istom tom slučaju radi, Melissa McCarthy, koja je ovde predstavljena kao mešavina stereotipa o lezbijki i pećinske žene- kao rmpa koji se ne pere, psuje, voli viski i fast fud, ali ima dobro srce. U sasvim neočekivanom izdanju njih dve će se prvo šibati razlikama, potom zbližiti sličnostima, potom će iskočiti problem, pa će se zbog problema razići i potom pomiriti. I dok i jedna i druga glumica imaju komičarskog talenta da sve sprovedu u delo, ono što im je dato manjka svežinom, a vrlo često kao da se usteže da umoči noge do sisa u R-rated vode. Dok sirova i tvrda Melissa sebi daje za pravo da radi puno toga neukusnog, taj neukus nekako ne uspeva da se prenese na najbolji način (ismejavanje kapetana, recimo). S druge strane lepo vaspitanoj Sandri dato je još manje prostora i tek zapravo njeno uspešno šeprtljaštvo iz naše podsvesti tj prethodnih sličnih uloga uspeva da namakne neki šarm. Meni je lično najurnebesnija scena bila kad počne odjavna špica i Melissa se pojavi sa mačkom. Ali, mnogo više od svega vređa Feigovo puko zadovoljavanje da svojim junakinjama samo prepiše ono što bi slični muški junaci radili do sada (a samo ih je u osamdesetim bilo pun tuki u sličnim filmovima). Zar Melissa mora da voli oružje i drži ga u frižideru, zar Sandra mora da bude 'spečena' štreberka, zar njih dve moraju da imaju istu onu dinamiku usklađivanja kakvu su imali svi oni muškarci pre njih. Iako se Mannov Heat proziva u naslovu, a Fuquain Trainning Day u samom filmu, The Heat na ogromnu žalost nije niti pametan rimejk, satira ili farsa na prvi naslov. O drugom i da ne govorimo. A deluje da je samo malo bilo potrebno razmrdati stvari da bi se postiglo nešto fantastično. Nije dno. Ali je predaleko od vrha.",0,1,0.9491131901741028
"Ovo je užasno teško za komentarisanje iz prostog razloga što se radi o istinitom a užasno tragičnom događaju. Teško je dati neki sud jer mi koji imamo mogućnost normalno koristiti svoje telo ne možemo zamisliti kako se oseća neko ko izgubi tu moć. Možemo samo da prdimo o tome kako je to užasno, kako je to tragično, 'ne daj bože nikome', 'jadan čovek'... Plašio sam se da će se ceo film svoditi na prikazivanje nemoći čoveka koji ostaje potpuno paralizovan. Samim tim, film bi postao užasno težak za gledanje. Nisam čitao o ovom događaju tako da nisam znao rezultat, ali sam početak filma pokazuje svu surovost istine a to je da nema ovde čuda. Čuda očekujte u holivudskim filmovima u kojima vas bombarduju nečijim jadom da bi na kraju on bio kao rukom odnet uz gomile patetičnih a ni malo ljudskih scena. Recimo film 50/50 je pokazao kako može da se napravio dobra stvar na tu temu jer je išao na kocku ljudskosti, tek ponekad odlutavši krivim putem (odnos glavnog lika sa devojkom). Ovaj film se za divno čudo uopšte ne bavi tom borbom protiv užasa u koji čovek zapada. Jasno je da od te borbe nema ništa. Druga stvar gde ovaj film dominira je odsustvo patetike. Setimo se recimo Devojke od Milion Dolara, kada joj posle nesreće dolazi porodica u posetu. To je za mene jedna od deset najretardiranijih scena u istoriji kinematografije i napravljena je da se bakice iznerviraju nepravdom, da kunu sudbinu kletu i prizivaju nesreću bezosećajnim nakazama. Ovde ne da patetike nema, već vam neće pasti na pamet dok gledate film. Stoprocentna antiholivudska formula i veliki respekt za ovakav pristup. Sledeća genijalna stvar, način na koji se lik suočava sa svim ovim. U jednom momentu mi se učinilo da je prebrzo prihvatio sve, ali sam totalno promašio poentu cele priče. Naravno, na početku on želi da umre, ali kasnije dolazi mirenje sa sudbinom i nešto što baš nisam ni očekivao. Ne znam za vas braćo i sestre, ja neretko razmišljam o tome kako bih voleo učiniti nešto veliko u svom životu, nešto što bi ostavilo trag u vremenu. E sada zamislite čoveka koji može da koristi samo jedno oko... zamislite koliko snage i volje on mora da ima da bi se odlučio na takav zadatak, na nešto što će ostati daleko posle njega. Ok, jeste on urednik magazina Elle ali Elle nije njegova kreacija. Zamislite osobu koja u takvoj situaciji uči da komunicira i koja kao svoje oruđe koristi moć komunikacije. Ne želim da sada zvučim kao likovi u otrcanim filmskim govorima gde kada neko strada, uvek se nađe neki serator koji će pričati o tome da su svi inspirisani delima preminulog. Ovo nije tako. Ovde imamo dela ovog čoveka koja utiču na ljude oko njega i imamo ljude oko njega koji bez trunke patetike žele pomoći, žele učiniti život ovom čoveku što podnošljivijim. Taj aspekt ovde je maestralan. Odlična stvar je što nas upravo nastradali lik vodi kroz film. Najveći broj scena nam je dat sa njegove tačke gledišta i uz njegove misli što zaista ostavlja jeziv utisak. Imamo ovde sve ono što očekujete, sređivanje misli, suočavanje sa prošlošću, sa postignutim, ali to se fino proteže celim filmom bez toga da ubija sadašnju priču. Sva njegova razmišljanja ne idu u smeru kajanja već lik ili oslobađa svoju maštu ili na genijalan način priča o trenutnoj situaciji pri čemu se i našali na svoj račun. Na kraju pomenuću i pojavljivanje Maks Fon Sidou-a. Matori se pojavljuje u dve scene. U drugoj je tako dobar da sam zaplakao. Ne znam da li ste čitali moj prikaz Virgin Springa. Ako niste, bacite pogled na Naj scenu tamo. Čovek sedi i čeka pri čemu ta scena govori milijardu reči i ostavlja neizbrisiv utisak. Ovde u toj pomenutoj drugoj sceni priča sa sinom i ne znam koliko obraćate pažnju na tako sitne detalje, ali ako se odlučite za gledanje ovog filma, gledajte gestove ovog velikana za vreme i posle razgovora. Braćo i sestre, to je gluma iza koje zaista vidite osobu koja je predstavljena i vidite sav njen bol, njegovu staračku izgubljenost i nemoć da učini nešto. Maks, poživi nam još dugo jer takvih kao ti skoro i da nema. Nemam vam više šta reći braćo i sestre. Svakako vam preporučujem da pogledate ovaj film, ali budite spremni jer ovo je zaista teška priča.",1,0,0.9921789169311523
