text,true_label,pred_label,confidence
"U „povratničkom' Cirkusu Columbia, nastalom na osnovama romana Ivice Đikića, Tanović priču o povratniku iz Nemačke koji se vraća u hercegovačku varoš u sam osvit rata zaodeva ruhom „tople ljudske priče'. Ničija zemlja Danisa Tanovića sada je u velikoj meri zaboravljen film, ali i dalje slovi kao rečit argument u prilog tezi o teškim i pogubnim kalkulacijama kada je reč o dobitniku Oscara za najbolji strani film. Posle tog slabog filma Tanović se bacio na dve inostrane produkcije (L'Enfer i Triage), koje su malo koga zanimale, te se sada vratio rodnoj grudi. U „povratničkom' Cirkusu Columbia, nastalom na osnovama romana Ivice Đikića, Tanović priču o povratniku iz Nemačke koji se vraća u hercegovačku varoš u sam osvit rata zaodeva ruhom „tople ljudske priče'. Cirkus Columbia stoga u pamet priziva uspelije plasiranu poetiku Gordana Mihića iz njegove faze iz sedamdesetih i osamdesetih godina prošlog veka. Međutim, još dva krupna problema ozbiljno more ovo delo: film je izatkan oko suštinski krajnje nesimpatičnog glavnog junaka - Miki Manojlović kao bahati, osvetoljubivi i neracionalni pečalbar koji svesno uništava život svoje bivše supruge (Mira Furlan) i zajedničkog sina, a uz to čitavo ostvarenje odiše duhom prevaziđenog revizionističkog sentimentalizma koji traži uporište u jednako izraubovanoj dosetki po kojoj na fonu svakog šireg sukoba, zapravo, tinja sijaset malih i duboko ličnih. Osim toga, ovde se lako mogu naći i osnove za optužbe zbog manje-više otvorenog kultur-rasizma (Tanovićeva žaoka ovde je usmerena na hrvatski deo BiH pakla) koji u duboku senku baca osnovnu zanatsku kompetenciju autora i dosta preglednu naraciju.",0,1,0.9875126481056213
"Film koji bi puno toga da kaže i film koji puno toga ponavlja Atmen (Disanje) je rediteljski debi glumca Karla Markovicsa koji vam je možda najbolje, ako uopšte, poznat iz filmova Unknown i The Counterfeiters. U pitanju je priča o osamnaestogodišnjem Romanu koji je štićenik zatvora za maloletne delikvente zbog ubistva koje je počinio sa četrnaest godina. Kada je cipelom ubio svog vršnjaka. Film počinje Romanovim povratkom sa još jednog posla na kome se nije snašao. A nastavlja se njegovim pronalaskom novog posla- upakivanjem, prepakivanjem i razvozom umrlih, od mesta gde su umrli do mrtvačnice, od mrtvačnice do groblja... Priroda ovog posla, kao i ljudi sa kojima radi, učiniće da Roman prevaziđe neke dileme i muke oko svog porekla, kao i planova za budućnost, i da iz svega izađe na bolji put. Jasno vam je da je ovo festivalska bombonica u dovoljno socijalnom pakovanju i sa egzistencijalističkim filom. (Šta napisah upravo?!) Markovicsov film je udžbenički primer kako se pravi festivalski indi film. Socijalna tematika prisutna je kroz glavnog junaka, činjenicu da je siroče koje je majka ostavila i koje je skrenulo s glavnog puta. Seting dečijeg zatvora je idealan za sve vrste metaforičnih kontek(a)sta (nema nevinih?). Njegova duhovna egzistencija načeta je osećajem ostavljenosti (damaged goods), a glave joj lagano dolazi osećaj krivice zbog počinjenog ubistva. Da jačinu materijala sa sedmice pomeri na jedanaesticu umetnut je Romanov novi posao- smrt, ali kao deo života. U takvom spletu teško je disati. I time se ovaj film bavi. I to se Markovics ubi da nam stavi do znanja- od činjenice da je Roman plivač koji ima problema da nađe dah (ima li banalnije metafore za življenje?), preko činjenice da gleda dokumentarce o ribama (koje dišu pod vodom), da mu nadređeni po prvom ulasku u mrtvačnicu preporuči da diše na usta, do toga da kad napravi prestupčić (popije pivo, što je zabranjeno), mora da duva (i diše duboko) u aparat za merenje alkohola. U dobrim filmovima, pa čak i nekim filmovima braće Dardenne (koje bih ovde koristio kao zgodan i nedostignut uzor), sve te 'metaforične' stvari su prisutne, ali nisu nametljive, nisu ovoliko nametljive, zapravo nije skoro ceo film sačinjen od njih. Atmen gubi dah pod teretom sopstvene konstrukcije, bez mnogo prilike da nas upusti u život svog junaka. Atmen nikako da prodiše. (Sad i ja davim ovo poređenje dok ne izgubi dah) Od lepih momenata preporučio bih Romanovo prvo (drugo, zapravo) iskustvo sa lešom. Skidanjem, pranjem i oblačenjem istog. I osećajem da se u njegovo ime opraštate od stvari i ljudi koje su činile njegov život. Zajebano. A onda sutradan Žozefina predloži da gledamo Ozuov Tokyo Story.",0,1,0.9872478246688843
"Zasnovan na manje poznatom strip serijalu, nastao je nezavisni niskobudžetni noir film. Za režiju je angažovan Todd Burrows, kome je u kreiranju pojedinih scena pomagao Christopher Folino. Vremenski smeštena u 40-e godine prošlog veka, priča nam pripoveda sudbinu Iana Sparksa. Rano ostavši bez roditelja u misterioznoj saobraćajnoj nesreći, mladić sa jako naglašenim osećajem za pravdu, zaštitnički nastrojen, oblači odoru superheroja. Sparks preuzima ulogu maskiranog osvetnika i postaje noćna mora za sve kriminalce u gradu. Uskoro upoznaje kostimiranu devojku koja se takođe bori protiv sila zla. Ona je Lady Heavenly, introvertna, hrabra i odvažna, ali i nedoljivo šarmantna… Noir film koji poseduje sve elemente neophodne da nas involvira u radnju, prožetu misterijom, nasiljem, osvetom i povrh svega potragom za pravom istinom. Postignuta je prikladna atmosfera, sa sugestivno usnimljenim kadrovima u tipično stripovskom maniru. Miks mladih i nekolicine iskusnijih glumaca pokazao se kao logična opcija, a to ovde ‘pije vodu’. Nosilac glavne role, Chase Williamson se solidno snašao kao superheroj, što baš i nije slučaj s njegovom partnerkom Ashley Bell, jer Lady prosto nema nikakvu harizmu, niti deluje uverljivo u kostimu junakinje. Clancy Brown je odigrao u granicama korektnog, lik Archera, koji se pojavljuje i predstavlja kao mentor našem junaku. Valja napomenuti i živahnu muziku, jer je time naglašena dinamika radnje, a što se sve uklapa u stripovsku ikonografiju. Glavni adut je ovde vizuelni aspekt filma, gde je kamera uvek na pravom mestu. Dramaturgija je stavljena u drugi plan zbog nabacanih sekvenci u kojima se isprepliće sadašnjost i prošlost, čime su autori napadno potencirali na trilerski zaplet. A sve je to ispalo pomalo zamorno i odbojno, pa umesto da nam poveća intenzitet pažnje, događa se suprotno i gledalac već u drugoj polovini radnje počinje polako da gubi interesovanje. Ako imamo u vidu da je reč o maloj, nezavisnoj produkciji, onda ni očekivanja nisu bila velika, pa shodno tome ovaj akcioni noir krimić može da se etiketira kao jedva osrednje filmsko štivo. Ljubitelji stripa eventualno bi mogli da mu pruže šansu, a ostalima savetujem da ga ipak preskoče.",0,1,0.9872056245803833
"Sulejman sreće Zonu Zamfirovu u boju na Kosovu Najskuplji i najgledaniji turski film svih vremena! Priča o tome kako je sultan Mehmet Paša osvojio Konstantinopolj i napravio Istambul od njega. Priča o opsadi koja je trajala mesecima, o sukobu dve najmoćnije armije sveta i krvi do kolena. Priča o pogledima suprostavljenih ratnika. O najvećem topu na svetu i devojci koja je upravljala njima i morala da stavi maramu oko vrata da bi svi mislili da je dečko. Priča o tome kako su pravoslavcima bili bliskiji prijatelji Turci, nego papa. Priča koja, ako ste Turčin, može da vam promeni život. Wikipedija kaže da je predsednik Erdogan pozitivno ocenio ovaj film. A ja verujem i da ga je naručio. Još jedna priča na Wikipediji dovodi u pitanje njegovu visoku ocenu (8.7) na imdb-u pričom da je nekih 80% glasova stiglo u neočekivanom 10/10 obliku, pa se kao daleko realniji skor uzima ocena 5.9 na bazi 1000 glasova. Što je, verujem, daleko realističnije s obzirom da prethodna tri filma ovog reditelja (Faruk Aksoy) nisu prebacila 3.1. Evo, dakle moje teorije. Ovakvi filmovi se u svim sredinama (uključujući i najdemokratskiju od svih- Holivud) skoro uvek realizuju kao 'projekti od državnog značaja'. Arapsko proleće je za nama i oko arapskih zemalja pokošenih njime još uvek se vodi bitka oko toga čija će biti poslednja- američka, ruska, turska ili... Erdogan je odavno sam sebe video kao lidera modernog arapskog sveta i rado je viđen gost u većini oprolećovanih zemalja. A kao što svaka Amerika zna pored politike i Sulejmana potrebno je još kulturnih projekata koji će narod, kako matične Turske, tako i one potencijalno kolonizovane, pripremiti na nove gospodare. A šta je bolje od podsećanja na slavnu prošlost Otomanske imperije i jedan od njenih najsvetlijih momenata- osvajanje Konstantinopolja. Međutim, uvek kad se takvi projekti realizuju (Boj na Kosovu, 1492: Conquest Of Paradise, I Am Cuba...) rezultati su, uprkos umetničkim naporima, u rasponu od tragičnih do komičnih. Conquest 1453 je jedan staromodno osmišljen film koji se u melodramskim scenama, u kojima se uglavnom bavimo dedi išjuima sultana Mehmeta, odlikuje vrhunskom režijom primenjenom u najpopularnijim turskim soup-operama. Tu sevaju razmene pogleda, gluma koja je za nijansu filmskija od srpske, uz replike uz koje srce Ljiljane Habjanović šumi kao šuma pred prvim sunčevim zracima nerazbuđenog sunca. Akcione scene pak ukazuju na to da je Faruk pre snimanja rentirao Matrix, Braveheart i Kill Bill 1&2 i odlučio da što više 'akcionih fora' iz tih filmova primeni po svaku cenu. Sa parama koje ima... Osnovni problem ove produkcije, kao i svih sličnih ne-američkih (sa izuzetkom većine kineskih) jeste što ne traže svoj autentični način da ispričaju priču, nego se trude da je i u dramaturškom i u rediteljskom smislu amerikanizuju što više mogu (vođeni, valjda, idejom da je to najbolji put za njenu univerzalizaciju) što rezultira jednim amaterskim uratkom koji onda potom ne uspeva ni u ostvarenju onog osnovnog zadatka- a to je da pro/enese određenu poruku. Kada se na kraju filma sultanov blizak prijatelj i najhrabriji vojnik uspentra na vrh konstantinopoljske tvrđave i uprkos tome što je pogođen sa pet strela pobode zastavu Turske mislim da bi svima trebalo da nam bude jasno o čemu se radi. A pravi žmarci dolaze od prisećanja da je sultan u bitku krenuo jer mu je Kuran tako rekao, baš kao i prorok koji mu se javio u snovima i rekao da je on 'izabran' za ovu stvar. Znam da su ovo sve dramaturške potke koje se regularno koriste u sličnim 'legendarnim' pričama, ali svet je pun budala voljnih da se prihvate nekog 'istorijskog zadatka'.",0,1,0.9859318733215332
"„The Purge“, kod nas preveden kao „Pročišćenje“, je film koji nismo baš preterano isčekivali. Nazigled, pogledom na trejler ovaj film deluje urađen u maniru drugorazrednog trilera sa elementima horora. Nakon gledanja utisak se ne razlikuje preterano od očekivanog, ali ipak ostavlja neočekivani gorak ukus u ustima. Naime, uprkos osiromašenoj realizaciji osnovne ideje filma „The Purge“, temelj priče je veoma intrigantan i pokreće vas na razmišljanje, naravno ukoliko vas tematika socioloških fenomena uopšte zanima. Pored toga što je ovaj film najavljen kao triler i horor, on je etiketiran i kao naučno-fantastičan, ali mi bismo ga pre nazvali sociološkom fantazijom, a to je upravo karta na koju je on trebao da igra, a koju je gurnuo u drugi plan. Dakle, pod ovim svetlom, mogli bismo reći da je filmom protraćena jedna zapravo odlična ideja koja ga je potencijalno mogla učiniti znatno većim nego što jeste. Radnja filma se odvija u bliskoj budućnosti, tačnije 2022. godine, u SAD. Stopa kriminala i nezaposlenosti je svedena na istorijski minimum i američka nacija sada deluje kao pročišćena, a njihova država idealna i mirna, u kojoj sve teče po skladu. Međutim, postoji jedna caka. Država jednom godišnje u trajanju od 12 sati dozvoljava sve kriminalne aktivnosti, kada cela nacija izlazi na ulice, krade, uništava i ubija, a ovaj čin se u tom svetu naziva „pročišćenje“, tj. „purge“. Navodno, upravo ovaj čin dovodi do toga da nacija tokom ostatka godine bude mirna i prosperitetna, što je verovatno i najdiskutabilniji momenat ovog filma. Proćišćenje u ovakvom društvu ima dvostruku funkciju. Naime, osim što proćišćenje deluje na ljude poput neke vrste terapije stresa, ono istovremeno smanjuje broj siromašnih, s obzirom da su prosjaci glavna meta onih koji u ovu noć kreću sa namerom da ubiju. Ovo bi zapravo bila osnova priče koju smo pomenuli u uvodu teksta, a sam film se odvija oko porodice Sandin, u noći „pročišćenja“. Sandinovi sticajem okolnosti puštaju u kuću lutalicu, koga juri grupa „uglednih“ građana, i tu počinju njihovi problemi. Jedan od elemenata koji podupiru priču u filmu je ideja da svaki čovek pokazuje svoje pravo lice u izvanrednim okolnostima. Tako i porodica Sandin tokom večeri „pročišćenja“ saznaje kakvi su zapravo ljudi koji ih okružuju, ali istovremeno spoznaje sebe i svoju moralnu čvrstinu. Značajan akcenat u filmu stavljen je na konstantna moralna kolebanja bračnog para Sandin, pod pritiskom borbe za sopstvene živote i živote svoje dece. Međutim, upravo to kolebanje ukazuje na to da u njima postoji ono nešto ljudsko. Vrlo je zastrašujuća činjenica zverskog ponašanja kod ljudi samo zato što im je za to dat legitimitet. Kao potvrda ovome, odlično ide u prilog vrlo zanimljiv niz psiholoških eksperimenata Stenlija Milgrama, kojima je želeo da dozna koliko su ljudi spremni daleko otići kada im autoritativna osoba naredi da povrede drugo ljudsko biće. Kako je ovo recenzija o filmu The Purge, nećemo detaljisati o Milgarmovom eksperimentu i reći ćemo samo da su njegovi rezultati bili ni malo ohrabrujući po veru u ljudsku moralnost. Zločin koji je dozvoljen ili naređen od strane nadležne osobe, pojedinci ne doživljavaju kao sopstvenu odgovornost, a samim time ni kao amoralnost, naprotiv. Kao što smo već pomenuli, realizacija filma u odnosu na percipirani potencijal njegovog temelja jeste podbacila, ali i pored toga „The Purge“ se može označiti kao relativno zadovoljavajući horor-triler. Tokom gledanja filma, kod nas je postojala izvesna tenzija, koja je u ovakvim slučajevima poželjna, što ovom filmu svakako ide u prilog. Likovi u filmu nisu naročito duboko razrađeni, što je u odnosu na pomenuti temelj priče delimični minus, pogotovo kada se radi o protagonisti filma, glavi porodice Džejmsu, kog je glumio Itan Houk (Ethan Hawke,). Houk se nije naročito istakao glumom, na šta je u određenoj meri verovatno uticala i pomenuta nerazrađenost njegovog lika. Lik njegove supruge Meri Sandin je glumila Lena Hidi (Lena Headey). Njen lik postaje atraktivniji za gledaoca i dolazi do izražaja možda i više nego što je to prvobitno planirano. Prikazivanje negativaca u filmu, iako pojednostavljeno, obavljeno je relativno uspešno i upravo je vođa bande koja napada kuću Sandinovih, kog je glumio Ris Wejkfild (Rhys Wakefield), svojom iritantnom dijaboličnošću možda i najupečatljiviji lik u filmu. Za ljubitelje horor-trilera, „The Purge“ bi svakako mogao biti primamljivo ostvarenje, te se za one koji svoj višak vremena vole posvetiti pokretnim slikama, ovaj film u svakom slučaju preporučuje.",0,1,0.9858102202415466
"Ono u čemu je ovaj film dobar, dobar je za desetku, ono u čemu je loš, loš je da gori ne može biti. Upozoravam odmah, biće spoilera ali oni neće otkrivati krajnji ishod. Spoileri su tu čisto za vaše dobro, da znate šta vam se sprema ako se odlučite za ovaj film. Prvo o dobrim stvarima. Ideja je vrhunska, tu nema ničeg spornog. Biti zatvoren u mračnom, uskom prostoru, još i sa saznanjem da se nalaziš pod zemljom... ne smem ni da zamislim, a ovaj film me je naterao da se zapitam. Ceo film se odvija u tom sanduku. Prednosti toga su potpun osećaj tog skučenog prostora, tenzija, i strava koja vlada celim filmom. Zaista mi nije jasno zašto ovo nije rangirano kao horor na imdb-u. Film je napet od prve do zadnje scene. Trka sa vremenom je predstavljena na odličan način. Bukvalno ceo film sam proveo na ivici sedišta u konstantnom nestrpljenju šta će sledeće da se desi. Kada je ta tenzija u pitanju, ovaj film je zaista dragulj. Rejnolds je sasvim uverljiv u svojoj ulozi i lako se saživeti sa njim (do određenog momenta). Odlično je preneo taj osećaj frke i nemoći. Dobra ideja su i stvari koje on ima u tom sanduku. Telefon služi za komunikaciju sa čovekom koji ga je zakopao i koji traži milion dolara kako bi ga otkopao. Sada neko može da otvori pitanje zašto bi ga i otkopao kada dobije taj novac. To je sasvim normalno pitati ali kakvu drugu nadu ima čovek koji je zakopan. Takođe, isti taj telefon služi da on pozove koga god želi kako bi pronašao taj novac a ujedno i izlaz. E sada, stvari koje od potencijalnog remek dela prave smeće. Lik ima upaljač u sanduku. Vatra troši kiseonik a ovaj batica ne gasi plamen. Ako lik koga gledamo nije moron, scenaristi definitivno jesu. Potom, telefon koji on ima je Blackberry. Pogledajte koliko vremena je potrebno da se baterija u tom telefonu isprazni. Odlična reklama za morone iz pomenute firme koji su pristali na ovako nešto. Sledeća loša stvar je igrarija sa signalom tog telefona jer u zavisnosti od toga da li taj signal postoji, zapitajmo se koliko duboko je ovo momče zakopano. Opake gluposti se serviraju povodom lociranja telefona pomoću tog signala. Kao prvo im treba broj tog telefona, pa kada se sazna broj onda nikom ništa. Onda lik se u sanduku okrene na drugu stranu... ma daj. E sada, kolike god ovo gluparije bile, mogao bih preći preko njih. Ok, oborile bi one ocenu ali bi ona bila negde oko sedmice da su nas na kraju ipak ubedili da je lik u sanduku neko ko nije kompletni moron i da su one greške samo previdi scenarista. Nemam apsolutno ništa protiv načina na koji je film završen, nisam neko ko zahteva tužan ili srećan kraj, već samo neko ko želi da ga film ne vređa. Ceo film vidimo kako pesak upada kroz daske. U jednom momentu naš zakopani batica čuje napolju da se muslimani mole. Ako znamo da je pesak odličan izolator zvuka (ako ne znate, sada znate), opet se zapitajmo na kojoj dubini je zakopan ovaj momčić. Ne mogu da kažem zašto su ove činjenice toliko bitne, jer morate pogledati film da biste otkrili. U svakom slučaju, one služe kao dokaz da je pred vama jedno neopisivo smeće koje konstantno vređa inteligenciju i koje može da vam se dopadne ako zaista ne mislite dok gledate film. Šteta, imalo je ovo potencijal da bude remek delo.",0,1,0.9855337738990784
"Akciona ikona Silvester Stalone (Sylvester Stallone) po mišljenju mnogih treba da ode u zasluženu penziju. Njegovi noviji projekti podsećaju na preslikane akcione, manje-više nedosledne i nelogične priče koje su prepune jurnjave i pucnjava. Film sa predvidljivom fabulom, dosta nerezonskih reakcija likova i velikim brojem prljavih momaka je viđen dosta puta, tako da je ovoga puta pažnja skoro u potpunosti usmerena na 67. godišnjeg Stalonea. Radnja filma spaja detektiva iz Vašingtona Tejlora Kvona i profesionalnog ubicu iz Nju Orlensa Džejmsa Boba Bonoma. Tejlorovog partnera je usmrtio upravo Bobo. On nije plaćen za svoje usluge i preživeo je pokušaj ubistva, za razliku od svog saučesnika, koji je usmrćen iste večeri. Vremenom otkrivaju da se iza njihovih slučaja krije bogataš koji kupuje zemljište po gradu za veće moćnike i preko ljudi iz njegove okoline dolaze u priliku da ga dokrajče. Ceo film je odrađen u klasičnom pucaj-vozi-tuci stilu, u kome elementi zapleta, karakterizacija likova i dublje emocije ostaju nerazrađeni. Scenario je klišeiran, sa elementima koji su viđeni toliko puta, motivom osvete i saradnjom gud gaj-bed gaj koji na kraju postaju prijatelji. Stiče se utisak da je glavni akcenat bačen na zavidno fizičko stanje Silvestera Stalonea, koji prebija mnogo mlađe i naizgled snažnije momke. Stvar koja najviše iritira tokom filma je konstantno korišćenje telefona od strane detektiva Kvona. Činjenica je da je vrhunska tehnologija neizostavni saradnik savremenih policijskih radnika, ali je isto tako činjenica da sve to ubija draž akcije. Jedna od retkih pohvalnih stvari je crno-beli početak u kome Stalone u ulozi naratora priča životnu priču svog lika. Upravo početak stvara velika očekivanja, koja opadaju kako radnja odmiče. Što se tiče tehničkih karakteristika, nemam nikakvih zamerki. Za režiju je bio zadužen Walter Hill, čovek koji iza sebe ima filmove kao što su Prometheus ili Aliens. Kamera je dobra, film vizuelno izgleda lepo i poseduje odlične efekte, naročito tokom scena pucnjave. Kao što je karakteristično za ovaj žanr, gluma i u ovom filmu predstavlja marginalizovanu stavku. Stalone je solidan sa svojom preslikanom ulokom žestokog momka. Društvo mu pravi meni nepoznati Sung Kang (Sung Kang), sa kojim ostvaruje zanimljivi odnos policajac-zlikovac. Vredni pomena su Kristijan Slejter (Christian Slater) u sporednoj ulozi advokata i simpatična Sara Šahi (Sarah Shahi) kao Bobova ćerka. Ukoliko tražite jeftinu zabavu kako biste ubili vreme, ovo je pravi film za vas. Odličan za ljubitelje akcionih filmova, ali ne poseduje ništa što bi ga preporučilo za ponovno gledanje ili duže pamćenje.",0,1,0.9849199056625366
"Ovo je bez konkurencije, bez sumnje, bez ikakvog daljeg polemisanja i razmišljanja najveće govno od filma koje sam u životu pogledao. Imamo glavnog lika i njegovu suprugu koji se non stop raspravljaju oko milion stvari. Imamo najboljeg prijatelja ovog lika koji je ujedno i pomoćnik u tim ubistvima. 90% filma su bračne rasprave i prazne priče između likova. Tokom tih bračnih rasprava poželećete milijardu puta da Leatherface zaluta iz Texas Chain Saw Massacre i preseče ove retarde na pola. Tokom filma nam nabacuju neke čudne stvari, kao zapliću misteriju i slična sranja. Kao ovaj glavni lik je nešto zajebano pa mu se pre ubistva neki i zahvale. I na kraju šta se ispostavi, ama baš ništa. Da sada uzmu i izbrišu sva ta misteriozna preseravanja, ništa vam u filmu ne bi falilo. Likovi koji unajmljuju ubice su providni i vidi se da vode neku zajebanu igru. Naravno na kraju se vidi da su oni upravo ono što se očekuje. Ovo nije Linčov nadrealizam koji možda ne skontate, ovo nije misterija koju treba otkriti, ovo nije priča koju treba analizirati, ovo nije film o kom treba razmišljati, ovo je film koji to nije, ovo je jedno najobičnije smeće koje treba zaobići u širokom luku. Da braćo i sestre, iako sam rekao da vam nikada neću reći da ne pogledate neki film, sada vam to govorim. Seks i Grad, Očajne Domaćice, repertoar Ivana Bosiljčića, pornići, sve to ima više mozga i duha od ovog nedela. Zbog toga uz njega neće stajati ni Zanimljivosti ni Naj scena. Samo ocena koja ga najbolje opisuje.",0,1,0.9843162894248962
"Web hit Ovaj film je stekao kultni status pre nego što je emitovan, a čak i sada, nakon što su ga mnogi videli i razočarali se njime (kao ja), taj hajp nastavlja da dejstvuje pa će Sharknado nakon što je prikazan na kablovskom kanalu SyFy stići čak i do nekih bioskopa u Americi ovog leta. Ispada da se radi o odličnom viralnom sadržaju, temi za razgovor (i benavljenje) i, što ćete vrlo brzo shvatiti čim počnete da gledate film, nečemu uz šta bukvalno možete da radite sve ostalo (life-share na socijalnim mrežama prednjači). Kao i svaki film koji pretenduje da bude 'budući treš klasik' i Sharknado ima fenomenalnu postavku- tornado koji dolazi sa mora ka Los Anđelesu usisao je u sebe jato ajkula koje sada bivaju razbacane svuda po kopnu zajedno sa nadolazećom poplavom koja im omogućuje 'život na suvom'. Filmovi katastrofe su izmišljeni zbog ovakvih zamisli. U našem fokusu su jedan tata (Steven iz Beverly Hillsa 90210) koji zajedno sa par ljudi sa plaže na kojoj je surfovao kreće da spase svoju kćer, razvedenu ženu i sina. Ono što im se usput dešava, nažalost, čak i za najniže standarde treš filma lišeno je svake logike i ozbiljno ruži, rekao bih, mogućnost da vam se film dopadne. Jer kurcobolji koja dominira filmom nijedna ajkula ne može ništa. Što ne znači da između najočiglednijih režijskih propusta, nezainteresovane glume stare garde i Baywatch potencijala mlade (eto nam Cassie Scerbo iz Make It Or Break It), nepodnošljivo jeftinih efekata, supertreš egzekucije ajkulinih 1na1 napada i totalne nelogičnosti koja nas sačekuje bukvalno sa svakim postupkom naših junaka i/ili ajkula, ima par zanimljivih stvari. Jebi ga, ajkule izleću iz tornada svuda po Eleju, zavlače se u kanalizaciju i iskaču iz šahtova, lete svuda naokolo kao orlovi i nimalo ne deluju kao da im fali voda. I to je mega čak i u ovakvoj egzekuciji. A na kraju filma leteće ajkule stižu čak i do helikoptera iz koga dvoje mladih baca bombe u jezgro tornada (don't ask...) i onda Cassie ispadne iz helikoptera pravo u usta prolećuće ajkule i posle... Morate sami da vidite svojim očima. Trust me. Ništa se više ne može reći. Sharknado 2 najavljen je za 2014.",0,1,0.9832831621170044
"Španski reditelj Alex de la Iglesia studirao je filozofiju, sarađivao na televiziji, a od 1992. bavi se filmom. Pažnju publike, ali i velikih produkcijskih kompanija privukao je osrednjim ciničnim hororićem Sudnji dan 1995, a našoj je publici poznat i po filmovima Perdita Durgango i Grešna zajednica . Osnovna obeležja njegovih filmova - bili oni horori, SF-ovi ili komedije po žanru - uvek su žestoka ironija, mizoginija i mizantropija i, najzad, navodna korozivnost po sistem koja se kod ovog autora uvek guši sama u sebi: da bi nešto bilo korozivno po vladajuću formaciju, ono mora da ukazuje na patnje ili nemogućnosti normalnih ljudi izazvane tom i takvom formacijom koja ih kontroliše; Iglesia, međutim, više nego očigledno i aksiomatski, pre i posle svega, smatra i pokazuje da vladajuća društvena formacija ne maltretira ljude zato što je sama loša, već zato što su svi ljudi, svuda i uvek, i glupi i zli. Šta više, glupost i zloba su zarazni! U Ferpektnom zločinu npr. glup je, primitivan, površan, a zatim i zao glavni donžuanasti junak (Gulliermo Toledo), zatim su glupe sporedne žene koje potpadaju pod njegov uticaj, kao i muškarci koji mu se ulaguju i zavide mu, pa je zao i glup antagonista, navodni homoseksualac, najzad glavna junakinja je iskompleksirana do mere koja se graniči sa duševnom bolešću, a nešto manja glupost nadoknađena joj je čudovišnim zlom. Paradoksalno, najmanje jadan i bedan i čitavom filmu jeste policajac! Paradoksalno ili možda i ne, jer duše kakvima pripada Iglesia uvek hrle u naručje strogih sistema da budu gajene kao svojevrsni provokatori i taster-ventili zaodenuti u plaštove dvorskih luda! Policajac je, dakle, da se Vlasi ne sete, takođe malko „drnut“ - srećan bez svoje dvanaestoro dece koje je napravio bez svoje volje, a i razrok je da bismo se, eto, i tu malo nasmejali onome što, još od Teofrastovih Karaktera pametnom svetu nije smešno. Da li se iko čitav cereka nad fizičkim manama i funkcionalnim oštećenjima sveta oko sebe? Da. Kakvi su to ljudi, ako nije reč o onima u ljutom pubertetu? Procenite sami! Ili ste to možda, gledajući Ferpektan zločin i bili sami?! Da, da, gledajući Iglesijin film svakako ste ovo mogli da procenite i to na sopstvenom primeru! Kako? Pa, tako što je ovaj vulgarni Španac majstor zanata o kome se i u domaćoj kinematografiji zna po nešto. Pogađate, to je onaj zanat koji reditelju omogućava da publiku šokovima naterate da se cereka nad stvarima koje su surove, vulgarne, ironične i samoismevajuće. Posle toga, ona će iz bioskopa izaći lošija nego što je bila kad je u bioskop ušla: oni sa debelom kožom izaći će još grublji, a oni sa lepim manirima i kućnim vaspitanjem izaći će posramljeni što su se onoliko smejali stvarima koje su u najmanju ruku odvratne. Kakav će izaći čovek koji je na svom mestu? On neće ni izaći iz bioskopa posle ovog filma – ne, ne, neće u sali umreti od muke, nego neće ni ući da gleda film koji potpisuje Alex de la Iglesia! Usput, Iglesiji je četrdeset godna: zanimljivo bi bilo znati da li svet viđen njegovim ne baš dečačakim očima ima toliko smisla, reda i lepote da Iglesiji ostaje neograničeni prostor za destrukciju i podsmevanje? Mi ostali, pogotovo od kad nemamo dvanaest, znamo da je dodavanje smisla, reda i lepote svetu jedini smislen posao od kad je sveta i veka! Najzad, interesantno je videti kako domaće tržište tj. i prodavci i kupci kulturnog proizvoda zvanog film reaguju na ovakav stil i manir: kad takav film snime domaći reditelji, onda ga distributeri stave u Kozaru i obaraju domaće rekorde u gledanosti (ne mislim samo na netom prohujalu ultra-sarkastičnu melodramicu, nego i na degutantni hororčić jednog drugog reditelja od pre par godina); a kad se delo uveze, stave ga u Art bioskop, da ga gleda po dvoje do šestoro ljudi po projekciji! Kad zrelo razmislim, ovo drugo je mnogo prikladniji način, mada bi možda trebalo Art bioskop ostaviti za remek-dela kakav je Saboov Kao Džulija , a za cinike otvoriti npr. (Šk)art bioskop slične veličine – neka postoje, neka se druže, ali neka se ne množe!",0,1,0.9828881025314331
